channel,watch_time_min,stream_time_min,peak_viewers,avg_viewers,followers,followers_gained,views_gained,partnered,mature,language,avg_to_peak_ratio,watch_per_follower,views_per_follower,follower_growth_rate,viewers_per_stream_hr,stickiness,avg_to_peak_ratio_scaled,watch_per_follower_scaled,views_per_follower_scaled,follower_growth_rate_scaled,viewers_per_stream_hr_scaled,stickiness_scaled,engagement_efficiency_score
Payo,385755615,137400,12274,2772,175503,112595,11672019,True,False,English,0.22584324588561186,2198.0001196560743,66.50609391292457,0.6415559847979807,1.210480349344978,1.012820067487098,0.47739080409832885,0.390160709894955,0.10620513523734412,0.6400432958765104,0.012017973906886218,0.20235255319840953,0.3046950787020724
Shotz,385739280,153105,10316,2523,159763,48388,5464553,True,True,English,0.24457153935633966,2414.4468994698395,34.20412110438587,0.3028736315667583,0.9887332222984226,0.9985900655480309,0.5198168110207959,0.43069731313476545,0.05234745238923121,0.293179070808494,0.00971139812865492,0.18486037618901635,0.24843540361182634
실프_ (silphtv),385176540,197055,9401,1891,309065,87400,7215989,True,False,Korean,0.20114881395596212,1246.2638603530002,23.347803860029444,0.2827884102049731,0.5757783359975641,1.0336674480428703,0.4214494476885076,0.21191756317082652,0.03424651179000908,0.2726086316447539,0.0054159118649531055,0.22797911828429301,0.19560286407389052
m0xyy,384746505,136095,25387,2431,461534,269311,6207063,True,False,English,0.09575767124906448,833.6254858796968,13.44876650474288,0.5835128072904705,1.0717513501598148,1.162913881523071,0.1827023692620503,0.13463778990768624,0.017741661837262033,0.5805979141064046,0.010574938529063325,0.3868548164007932,0.2188515816738766
LexVeldhuis,380251830,73935,58416,4939,244467,66680,14339774,True,False,English,0.08454875376609149,1555.4321442157836,58.657299349196414,0.27275665018182416,4.008115236356259,1.0413152039380338,0.1573103274580677,0.26981924259549644,0.09311869340115006,0.2623345248502902,0.041118494633634074,0.23738009380177078,0.17684689612340154
NateHill,379971075,111555,41610,3311,1055613,449635,14221498,True,False,English,0.07957221821677482,359.95300834680893,13.472264930424313,0.42594681952571634,1.7808256017211241,1.0287321585481946,0.14603676791057266,0.04592742284244432,0.017780841201484834,0.41922545486349544,0.01795060790256292,0.22191243201094416,0.14480558778858404
Shaunz,379800060,97860,20861,3791,148568,84393,10605782,True,False,French,0.18172666698624226,2556.405551666577,71.3867185396586,0.5680429163749933,2.324340895156346,1.0237549936350914,0.37745162465810594,0.45728362486233515,0.11434269187530423,0.5647543023176901,0.023604161243403973,0.21579427053508918,0.2922051125819881
Emongg,379682235,155910,21922,2228,504653,156093,5794763,True,False,English,0.10163306267676307,752.3629801071231,11.482668288903465,0.3093075836267693,0.8574177410044256,1.0930275770201632,0.19601214560517258,0.11941877876041976,0.014463549544104233,0.29976845396982116,0.008345476898947499,0.3009473362660884,0.1564926235074256
fl0m,379633995,188070,19318,1931,658323,183265,11489901,True,False,English,0.09995858784553266,576.6682844135781,17.453288127560484,0.2783815847236083,0.6160472164619557,1.0453537868391225,0.1922188859100319,0.08651431061912228,0.024418475566208946,0.26809534628748577,0.005834781888356639,0.2423445068268321,0.13657105118300625
AsmodaiTV,379345935,132360,11751,2796,247056,30588,6547592,True,False,English,0.23793719683431197,1535.4653803186322,26.502460980506445,0.12380998639984457,1.2674524025385312,1.0250416425096336,0.504787750193364,0.26607982551209974,0.0395063305539045,0.10978961480022048,0.012610587482911334,0.21737587888333823,0.19169166457097306
Homyatol,378734925,70725,26274,4826,375749,249186,6981248,True,True,Italian,0.18367968333713938,1007.9465946682493,18.579551775254224,0.6631714256059231,4.094167550371156,1.1096220586703607,0.38187587641133486,0.167285009835677,0.02629631599101464,0.6621809214534528,0.042013596120679925,0.3213460411747268,0.26683296016448105
Grimmmz,377312595,176580,21993,2153,1001739,37734,7803917,True,True,English,0.09789478470422407,376.657587455415,7.7903695473571455,0.03766849448808522,0.7315664288141353,0.9924662802884785,0.1875436640860776,0.04905589117168544,0.008307310859198837,0.021567120911452107,0.007036393023891007,0.17733273591276874,0.0751405193275123
aXtLOL,376430955,73815,25340,4991,763886,193266,8969210,True,False,Portuguese,0.19696132596685084,492.7842047111742,11.741555677156015,0.2530037204504337,4.056899004267425,1.0217699723757998,0.4119633514410592,0.0708043256521076,0.014895197324025477,0.24210440480200973,0.04162593506334088,0.21335419052781876,0.16579123413506028
boyMinORu,376358805,142830,22141,2717,367223,73551,17822170,True,True,Thai,0.12271351790795357,1024.8780849783375,48.53228147474423,0.20028974220024345,1.1413568578029825,0.969824176420535,0.24376660550645105,0.17045597456681916,0.07623706190619775,0.18811696482599952,0.011298963142593118,0.1495000138640253,0.13989593063534764
just_ns,376209315,93615,37023,3969,341549,66811,12351240,True,False,Russian,0.10720363017583664,1101.4797730340304,36.162424717976045,0.19561175702461434,2.543823105271591,1.0125185860988273,0.2086313912212859,0.18480209807526357,0.05561256859641138,0.18332596911174548,0.025887177742184634,0.20198195832208768,0.14337352717816312
BurkeBlack,372767025,171675,4922,2154,276421,13471,5367772,True,True,English,0.4376269809020723,1348.5481385278254,19.41882852605265,0.048733634564667665,0.7528178243774574,1.008056171111038,0.957153587713291,0.23107357558926403,0.027695657800080486,0.032899572104480475,0.007257446414358067,0.19649655127927632,0.24209606515012502
Trick2g,371417130,132945,28917,2650,1476226,115863,8688676,True,True,English,0.09164159490956876,251.59909797009402,5.885735652942029,0.07848594998326815,1.1959833013652261,1.0542510628242492,0.17337804488910133,0.025634677077401805,0.005131679177654614,0.06337064251365074,0.011867178087471014,0.253281450272074,0.08877727866955891
FORMAL,369971310,137190,16518,2391,512592,176173,4803076,True,False,English,0.14475118053033054,721.7656732840154,9.370173549333582,0.34369049848612543,1.0457030395801443,1.1278881014095152,0.2936894683894634,0.11368845148106616,0.010941347591411528,0.3349819896160909,0.010303988447106683,0.3437995063409712,0.18456745864435165
Fortnite,369166335,12030,169084,28584,3558217,1163448,21509520,True,False,English,0.16905206879420878,103.75037132361517,6.045027607928353,0.3269749989952833,142.5635910224439,1.0735776445396445,0.34873931344431736,0.0,0.005397269630682348,0.3178626779005572,1.0,0.27703857903423357,0.32483964000163174
Magic,362552205,43350,114234,5123,365714,50355,18694298,True,False,Spanish,0.04484654306073498,991.3544600425469,51.11726102911018,0.1376895606949693,7.090657439446367,1.6325146719421944,0.06737120573000323,0.1641776003431342,0.0805470466193016,0.12400449117692264,0.07318257264773448,0.9641098431348787,0.24556545994199577
Xari,361741665,80535,28830,4841,269447,147894,5746209,True,False,French,0.16791536593825876,1342.5336522581435,21.32593422825268,0.5488797425838847,3.606630657478115,0.9278521694677483,0.34616429168322094,0.2299471700875737,0.030875410772931915,0.5451281855050477,0.036942320550534015,0.09790608027206972,0.2144939098118963
RocketBeansTV,360858030,518415,5223,696,416018,27024,5973152,True,False,German,0.13325674899483056,867.4096553514512,14.357917205505531,0.06495872774735709,0.08055322473308064,1.0001141576429748,0.2676506393494785,0.14096495945412793,0.01925750578874574,0.04951663030009212,0.0002646647591687824,0.18673386073368006,0.1107313767308822
ANGRYPUG,360278835,184845,9822,1892,366463,48331,4962556,True,True,English,0.1926287925066178,983.1247220046771,13.541765471548286,0.13188507434584118,0.6141361681408748,1.0301723997427248,0.4021486774632638,0.16263631788147898,0.01789672075236594,0.11805978032854356,0.005814903489808056,0.22368284314783782,0.15503987384388304
MarcaoRX,359273445,336690,5210,1258,166594,65904,4541683,True,True,Portuguese,0.24145873320537428,2156.5809392895303,27.261984225122152,0.39559648006530845,0.22418248240220975,0.8482312327894667,0.5127652376611852,0.38240363962354057,0.04077269785186313,0.3881419133767667,0.0017586717895976412,3.233970661363765e-05,0.22097908333492777
yamatonjp,359095725,159420,8247,2269,179920,67794,10882318,True,False,Japanese,0.2751303504304596,1995.8633003557136,60.48420409070698,0.37680080035571367,0.8539706435829884,0.9927340869134527,0.589042997175951,0.352304105831886,0.09616472581363418,0.36889216854980705,0.008309620779757186,0.17766193621143317,0.2653959257270781
btscsgo,357966315,57165,74949,6530,219539,166599,9173781,True,False,English,0.08712591228702184,1630.5363283972324,41.78656639594787,0.7588583349655414,6.853844135397534,0.9589562011795467,0.16314847525408455,0.28388491046282416,0.06498980510702447,0.7601794305210867,0.07071928106710768,0.13614059568101328,0.24651041634885684
Skyyart,356907810,111165,32577,2311,598579,239491,8203617,True,False,French,0.07093961997728458,596.2584888544369,13.705153371568331,0.4000992350216095,1.2473350425043854,1.3892744018285705,0.12648097265138733,0.0901832048641147,0.018169140451083924,0.39275344566856646,0.012401330136515242,0.6651076449019343,0.21751595644560032
gratis150ml,356697420,198075,9601,1801,741652,129328,12187175,True,False,Portuguese,0.1875846266013957,480.949852491465,16.432471024146096,0.17437827984014065,0.5455509276789096,0.9999000513198839,0.3907219119681848,0.0685879635470983,0.02271644813502096,0.16157953461693256,0.005101491521406207,0.1864706713315722,0.13919633685336916
ShivFPS,355389630,203175,7216,1782,236407,174213,6900666,True,False,English,0.24695121951219512,1503.2957145938994,29.189770184470003,0.7369198035591162,0.5262458471760797,0.9815824460096639,0.5252076026016403,0.26005502358636606,0.04398693140388186,0.7377109091386785,0.004900683368093429,0.1639538230664359,0.289302495527516
Ponce,355091505,111360,23255,3043,242969,196880,13687141,True,False,French,0.13085357987529564,1461.4683560454214,56.33286962534315,0.8103091340870646,1.6395474137931034,1.047874104431312,0.2622066372111841,0.25222150885582667,0.08924312828901165,0.8128731755484024,0.016481056298411737,0.24544259786232472,0.2797446840108602
Distortion2,354144315,170220,11495,1953,314170,44982,5500067,True,True,English,0.16989995650282733,1127.2378489352898,17.506658815291086,0.14317726071871917,0.6884032428621784,1.065289006131218,0.35066006985768466,0.18962612411958116,0.024507461511129952,0.1296247627912639,0.006587416928668926,0.2668498010686447,0.16130927271282888
boxbox,353396640,117720,25314,2717,1717150,145809,9971842,True,False,English,0.10733191119538595,205.80417552339634,5.80720496170981,0.08491337390443468,1.3848114169215087,1.104898856709576,0.20892199172004072,0.017058108725509814,0.005000743488763504,0.06995333982967238,0.013831335925239706,0.31554006271436313,0.10505093040059821
강지 (rkdwl12),353381040,141450,29993,2484,507418,270927,12873339,True,False,Korean,0.0828193245090521,696.4298467929793,25.370284459755073,0.5339325762980422,1.053658536585366,1.0057468967884386,0.15339257714377713,0.10894350518478269,0.03761863148536374,0.5298199263021777,0.01038674016948721,0.19365788439875697,0.17230321078072422
TheKAIRI78,353046060,50310,47081,6795,885915,650990,5134322,True,False,French,0.14432573649667593,398.51008279575353,5.795501825795928,0.7348221894877048,8.103756708407872,1.0327318966776844,0.2927256917621287,0.05314847196301571,0.004981230631573197,0.7355626210084283,0.08372065837562685,0.22682909524485248,0.2328279614976042
RiotGamesRU,352700745,17880,73049,19753,173861,75538,6832561,True,False,Russian,0.2704075346685102,2028.6363531786888,39.298985971551986,0.43447351619972274,66.28523489932886,0.9986327367824852,0.5783441999511435,0.3584419113487219,0.06084221578328902,0.42795813906154123,0.6889144668559316,0.18491282964541647,0.383235627107674
FPSThailand,351025410,158640,38563,2260,390579,74894,18596656,True,False,Thai,0.05860539895754998,898.7308841489174,47.61304627232903,0.19175122062374064,0.8547655068078669,0.9790782770808509,0.09853973245326669,0.14683086434695494,0.07470440387667295,0.17937217006003722,0.00831788881139273,0.1608755827153955,0.11144010704395334
