channel,watch_time_min,stream_time_min,peak_viewers,avg_viewers,followers,followers_gained,views_gained,partnered,mature,language,avg_to_peak_ratio,watch_per_follower,views_per_follower,follower_growth_rate,viewers_per_stream_hr,stickiness,avg_to_peak_ratio_scaled,watch_per_follower_scaled,views_per_follower_scaled,follower_growth_rate_scaled,viewers_per_stream_hr_scaled,stickiness_scaled,engagement_efficiency_score
MarkitoNavaja,149407365,28410,26584,5070,665430,641813,3159593,True,False,Spanish,0.1907162202828769,224.5275460980118,4.7481974061884795,0.964508663570924,10.707497360084478,1.037272378881509,0.39781604552693844,0.020564660520589282,0.003235040403162914,0.9707978497748033,0.11080432435111678,0.23241046612290223,0.28927139778325217
RobertoCein,149162865,114120,15249,1270,730326,422842,2907888,True,True,Spanish,0.08328414978031347,204.24148257079716,3.9816301213430716,0.5789770595597035,0.6677181913774973,1.0291892289094777,0.1544455657787051,0.016765444338173282,0.001956928445306594,0.575952592002296,0.006372254552671082,0.22247428405422198,0.16299451152856234
KVYZEE,149052375,161580,8354,849,127963,74894,6715483,True,False,Russian,0.1016279626526215,1164.8083821104537,52.47988090307354,0.5852785570829068,0.3152617898254734,1.0865347143949962,0.19600059230161757,0.19666241173790544,0.08281896819664422,0.5824063207965496,0.002706063204307947,0.2929660090095342,0.22559339420775984
MarketTradersTV,148900110,499215,1357,297,30413,12081,981536,True,False,English,0.21886514369933677,4895.93627724986,32.273567224542134,0.39723144707855196,0.03569604278717586,1.004271048981244,0.4615830097510586,0.8954358065298774,0.04912860383164921,0.38981637784369244,0.0,0.19184370396554865,0.3313012503203044
Flambass,148717500,130395,5507,1138,71953,26918,2319131,True,True,English,0.20664608679861993,2066.8700401651076,32.23119258404792,0.3741053187497394,0.5236397101115841,1.002210331444588,0.43390265577400794,0.3656023957925057,0.04905795180175409,0.3661315696301372,0.004873574775040702,0.1893105745905915,0.23481312039400618
Aa9skillz,148596180,49035,11843,2885,502696,142789,2373012,True,False,English,0.24360381660052352,295.5984929261422,4.720570682877923,0.2840464216942247,3.5301315386968493,1.0504022610383874,0.5176245871323004,0.033874975305260284,0.0031889778511630176,0.273897034114451,0.03614658977022108,0.24855032497773855,0.18554708152518906
Limmy,148371105,90600,6575,1641,207508,136263,2433739,True,True,English,0.24958174904942965,715.0139030784355,11.728410470921602,0.6566638394664303,1.0867549668874172,0.997958662744006,0.5311666540513039,0.11242396590994583,0.01487328007604368,0.6555161253641286,0.010731003590156487,0.18408422663826274,0.2514658759383069
SparkofPhoenixTV,148192215,92400,15792,1462,433078,195208,3537808,True,False,German,0.09257852077001014,342.1836597564411,8.16898572543514,0.45074559317259244,0.9493506493506494,1.096998529855917,0.1755005032488581,0.04259954226941203,0.008938584687610303,0.44462331607945393,0.009301747324806221,0.30582861528462885,0.1644653848157949
kyliebitkin,147948870,127485,6688,1142,85336,25720,2468122,True,True,English,0.1707535885167464,1733.7216415112027,28.922400862473047,0.30139683134902034,0.5374749970584775,1.016217010386923,0.35259383909236564,0.3032096705792628,0.04354114153733784,0.2916665941228362,0.005017487069110172,0.20652823263604966,0.2004261608394937
CoconutB,147918285,122565,4596,1171,188378,62459,2691775,True,True,English,0.25478677110530895,785.2205936999013,14.28922167132043,0.3315620720041618,0.5732468486109411,1.030619839111494,0.5429578138875956,0.12557242099415258,0.019142968440975922,0.3225605651963526,0.005389579765111934,0.22423285632935364,0.20664270076892374
FanHOTS,147664290,134550,2104,1090,64587,27948,2451118,True,False,English,0.5180608365019012,2286.2850109155092,37.95064022171645,0.4327186585535789,0.48606465997770343,1.006851175682448,1.0,0.4066948880062337,0.05859409371982647,0.42616088764962956,0.004482725515079649,0.19501531512606554,0.34849131833613917
Pelegrino1993,147243720,129210,6236,1074,80566,64799,1772816,True,False,Portuguese,0.17222578576010264,1827.6161159794453,22.00451803490306,0.8042970980314277,0.4987230090550267,1.0610512789582072,0.3559288706869683,0.32079442310459283,0.03200682623356225,0.806715901017787,0.004614395502253915,0.2616405906872806,0.2969501678720741
Killars,146865810,210810,4232,642,46971,15728,1747381,True,False,English,0.15170132325141777,3126.7337293223477,37.20127312597134,0.33484490430265484,0.18272377970684503,1.0851617282160886,0.3094339249603654,0.5640958725382222,0.05734465995865437,0.3259227039980387,0.0013274254383700826,0.29127827085069624,0.25823380962405784
Weak3n,146770110,115470,2922,1260,188176,30028,4780580,True,False,English,0.43121149897330596,779.9618973726724,25.40483377263838,0.1595740158149817,0.6547155105222136,1.008783357458338,0.9426203211801589,0.12458756140530149,0.0376762362003116,0.14641762990061774,0.006237002885096725,0.19739044239469936,0.24248819899436427
Tourva,146412075,116070,5067,1185,287553,182413,7888629,True,True,English,0.23386619301361752,509.1655277461894,27.43365223106697,0.6343630565495753,0.6125613853708969,1.064482585257914,0.4955655305315391,0.07387225391135421,0.04105892312590893,0.6326766012168993,0.005798522868144153,0.2658585112065419,0.2524717238100646
wintergaming,146245920,195615,7019,719,260779,13900,3609065,True,False,English,0.10243624447927055,560.8040524735504,13.839553798427021,0.05330183795474329,0.22053523502798866,1.0398069467227518,0.19783162781087607,0.08354322425595,0.01839322879414924,0.03757813393013862,0.0017207337447505942,0.23552607422409408,0.09576550379332643
Vicens,146199795,26115,30628,5739,730679,724245,4110592,True,False,Spanish,0.18737756301423533,200.0875829194489,5.625715259368341,0.9911944916988171,13.185525560022976,0.9754848047844995,0.390252841938073,0.01598749336930429,0.004698142316790458,0.9981283528422616,0.1365803508542797,0.15645832024731668,0.28368425026133764
PainLivestream,145610160,89775,15002,1635,435872,81619,2283772,True,True,German,0.1089854686041861,334.0663314000441,5.239547390059467,0.18725451508699803,1.0927318295739348,0.9920156149803663,0.21266786628048065,0.04107931212677074,0.004054277412481238,0.17476683332937967,0.010793173895973533,0.17677875725730213,0.10335670338373132
monkeys_forever,145475145,80460,6738,1563,79270,34329,2106144,True,False,English,0.2319679430097952,1835.1853790841428,26.569244354736973,0.4330642109246878,1.1655480984340045,1.1567773927555711,0.49126534333463223,0.3222120104466492,0.03961767972165205,0.4265147878581334,0.011550596299820744,0.3793115603846033,0.2784119963409152
Kaydop,145291695,64830,23304,2268,193058,117412,3185925,True,False,French,0.09732234809474768,752.5805457427301,16.502424141967698,0.6081695656227663,2.099028227672374,0.9881473687389158,0.18624689886855908,0.1194595249053003,0.022833082275486725,0.605850329208712,0.021260497321940398,0.1720237299381838,0.1879456770863637
しゃるる (syaruru3),145193595,103995,3710,1309,33726,9684,3022192,True,False,Japanese,0.35283018867924526,4305.093844511653,89.61015240467296,0.2871375200142323,0.7552286167604212,1.066584707916446,0.7650597752433148,0.7847816064823611,0.1447269636757579,0.27706280703751346,0.007282523065365687,0.26844253767371673,0.37455936886300495
primeleague,144858945,30510,19013,4427,73409,71211,5606593,True,False,German,0.23284068795034976,1973.3131496138076,76.37473606778461,0.9700581672546963,8.705998033431662,1.0724908318246462,0.49324240990225027,0.3480808666854821,0.12265930670446493,0.9764814180989835,0.08998506987647194,0.2757026185425756,0.38435861496837137
LRojo_,144763395,111435,11178,1192,100767,82320,3959878,True,False,Spanish,0.10663803900518877,1436.6151120902678,39.29736917840166,0.8169341153353776,0.6418091263965541,1.0898353405527585,0.20735013327011712,0.24756694162087348,0.0608395200738586,0.8196582027718827,0.006102752879672551,0.29702329144987644,0.2730901403443802
trihex,144608640,121515,21721,1157,431935,29678,5777172,True,True,English,0.05326642419778095,334.7925961082107,13.375095789875791,0.06870941229583155,0.5712874953709418,1.028563222505155,0.086445123808284,0.04121532849230576,0.017618829277776485,0.05335792370368727,0.005369198907039159,0.22170476800775102,0.07095186203280728
Spaceboy,144599880,123015,10590,1107,135311,27050,2614773,True,True,English,0.10453257790368271,1068.6483730073683,19.324171722919793,0.19990983733768874,0.5399341543714181,1.0618477245212237,0.2025805418811794,0.17865336517273017,0.02753783474349002,0.1877278822402303,0.005043066803866773,0.2626196184362778,0.14402705154629575
Froggen,144496815,46710,10648,3024,770030,31800,3577064,True,False,English,0.28399699474079637,187.65089022505617,4.645356674415282,0.0412970923210784,3.884393063583815,1.022978768864286,0.6091289870434935,0.01365832368703034,0.0030635721294281102,0.025283378234624124,0.03983155770350125,0.21484009911978336,0.1509676529863101
BotanicX,144361350,71445,9135,1937,34119,11512,9335252,False,False,Russian,0.2120415982484948,4231.113162753891,273.6086051760016,0.33740730971013216,1.6267058576527398,1.0431565117926853,0.446125339409355,0.7709263504863818,0.4515110221182244,0.32854701187087293,0.016347480622628835,0.23964351464038117,0.37551678652464066
dinablin,144307800,60870,29316,2413,293748,239896,11129949,True,False,Russian,0.08231000136444262,491.2639405204461,37.889446055802935,0.8166727943679617,2.378511582060128,0.9824923605646023,0.15223878556673096,0.07051960741156708,0.05849206354354406,0.8193905688252305,0.024167635485287536,0.16507233215213804,0.2149801654974164
RiceGum,144167385,12300,29173,11696,903261,388376,2273737,True,False,English,0.40091865766290746,159.60767153679834,2.517253595583115,0.4299709607743498,57.05365853658537,1.0021311225851657,0.8739966477448334,0.008406331347337188,0.0,0.42334681112092803,0.592889184739306,0.18921320739446174,0.34797536372447774
ipav999,144114480,191400,2536,737,163956,82668,2920832,True,False,English,0.290615141955836,878.982653882749,17.814730781429162,0.5042084461684843,0.23103448275862068,1.0216407276810588,0.624121359946985,0.14313237469662668,0.025021115656807185,0.4993777220808934,0.001829945128129831,0.21319531696704103,0.2511129724127472
Lutti,143841150,89220,37121,1153,226344,163441,3727211,True,False,French,0.031060585652326177,635.4979588590818,16.467019227370727,0.7220911532887994,0.7753866845998655,1.3982718687719122,0.03614128478946707,0.09753205444407771,0.022774050999814173,0.72252402905548,0.007492203847406411,0.6761677477102839,0.2604385618077549
kragiee,143449350,121890,6298,1137,234312,65977,3136101,True,False,English,0.1805335026992696,612.2151234251767,13.384295298576257,0.28157755471337365,0.5596849618508491,1.0350707664746384,0.3747486983942761,0.09317159658420988,0.01763416779053188,0.2713685243650095,0.005248511333134566,0.2297041422522547,0.16531260678656942
Puppers,143414790,98595,6798,1458,171425,64591,1753517,True,False,English,0.2144748455428067,836.6037042438384,10.229062272130669,0.3767886830975645,0.8872660885440438,0.9976576246051259,0.4516374789277742,0.13519555683908896,0.01237338880785384,0.3688797585635242,0.00865595431695102,0.1837141766246072,0.19340938567996657
Crayator,143191365,75165,4911,1796,599828,177501,3865293,True,False,English,0.3657096314396253,238.72070826970398,6.4440022806537876,0.2959198303513674,1.4336459788465377,1.0607055346833847,0.7942361296486673,0.02322278546089658,0.006062487557631875,0.2860572800011445,0.014339304705611592,0.2612155858221319,0.23085559553268062
MANvsGAME,142696875,65775,5831,2103,510330,2336,2713787,True,True,English,0.3606585491339393,279.6168655575804,5.317710109145063,0.004577430290204377,1.918358038768529,1.0316071247514682,0.7827936961348007,0.03088190288199161,0.004184599574536471,0.0,0.019381196845201457,0.22544647353384945,0.1771146448283966
TheRealMarzaa,142547775,93015,12525,1505,495558,258153,2909149,True,False,Italian,0.12015968063872255,287.6510418558473,5.870451087461004,0.5209339774557166,0.9708111594904048,1.018288765985124,0.23798128834273838,0.03238656013418892,0.00510619493602555,0.5165073079404672,0.009524975889415558,0.20907493050714707,0.1684302096249971
foggedftw2,142444290,111675,8622,1220,242205,109500,3438208,True,True,English,0.14149849222918118,588.1145723663839,14.195446006482113,0.45209636464978015,0.6554734721289456,1.0455125565623313,0.28632101399200954,0.0886579952408604,0.018986614522728613,0.44600671942836956,0.00624488707239693,0.24253967391914827,0.1814594840292522
Linkus7,142322655,121755,7248,1121,96728,41862,1866513,True,False,English,0.15466335540838852,1471.3697688363245,19.296511868331816,0.43278058059713836,0.55242084513983,1.0427534111126997,0.3161439435209261,0.25407586604313975,0.0274917169510922,0.4262243056029093,0.005172951230602261,0.239148004627304,0.21137613132932895
Arcadum,142213980,134700,13801,992,120586,78642,2169921,True,False,English,0.07187884935874211,1179.357305159803,17.99480039142189,0.6521652596487154,0.4418708240534521,1.0642974531216323,0.12860864927615742,0.19938716431553882,0.025321349082271776,0.6509088690737102,0.00402302877470833,0.2656309382159102,0.21231333312304948
ImMarksman,142168560,77430,11141,1889,633443,152094,1311402,True,False,English,0.16955390000897586,224.43781050544405,2.070276252164757,0.24010684465689888,1.463773731111972,0.9719912320949464,0.34987613323117595,0.020547854652118804,0.0,0.22889596690956124,0.014652688443897475,0.15216385899969928,0.12768941703940878
LightFuryLF,142094850,111315,15139,1169,51589,32663,4989684,True,False,Thai,0.07721778188783936,2754.36333326872,96.719920913373,0.6331388474287154,0.630103759601132,1.0919685644592387,0.14070316225418703,0.4943575700508178,0.1565812135611967,0.6314228177115675,0.005980995651584698,0.2996455490105291,0.28811521803998047
BarcaGamer,141736230,119565,57917,1234,636568,548578,3012949,True,False,Spanish,0.02130635219365644,222.65685676942604,4.733114137059984,0.861774390167272,0.6192447622632041,0.9606421739095957,0.014044601133388042,0.020214313931173282,0.0032098917867037827,0.865581726784908,0.0058680422141754104,0.1382130713948824,0.17452194120753847
EFEUYGAC,141455130,38910,14481,3700,358498,297215,5234400,True,True,Turkish,0.2555072163524618,394.57718034689174,14.600918275694704,0.8290562290445135,5.705474171164225,0.982552459938736,0.5445898694238216,0.05241190981001181,0.019662666013713206,0.8320731619151339,0.0587741326485995,0.1651462090844815,0.27877632481596026
Xnapycz,141426165,87885,4388,1572,94551,44450,4521040,True,True,Czech,0.35824977210574294,1495.7659358441476,47.81588772197016,0.47011665661917906,1.073220686123912,1.0236758697934105,0.7773369901603525,0.2586448309564509,0.07504260521589069,0.4644623447357726,0.010590222311045129,0.21569700784670226,0.3002956668710357
SilentSentry,141219225,125760,5572,1085,301633,13533,1896110,True,False,English,0.19472361809045227,468.182277801169,6.2861490619395095,0.044865780600928946,0.5176526717557252,1.0349552142329475,0.4068941757575977,0.06619682559623348,0.005799295936474294,0.028938278712578987,0.004811298623647468,0.22956210008851186,0.12370032911917396
球球 (lilballzlolz),141185625,78015,6328,1724,118276,9831,4212219,True,False,Chinese,0.2724399494310999,1193.6963120159626,35.61347187933308,0.08311914505055971,1.3258988656027686,1.0497239509981795,0.5829483163337561,0.20207260335178223,0.054697289270983045,0.06811576608230584,0.013218537618828796,0.24771651488119942,0.1947948379231426
DaigoTheBeasTV,141183435,57525,27261,2225,173271,42313,4166521,True,False,Japanese,0.08161842925791424,814.8128365392939,24.04626856196363,0.24420128007571953,2.320730117340287,1.1030548320466431,0.15067213759505016,0.13111451779960615,0.035411075038834214,0.2330893155003296,0.023566602548678033,0.3132733022492676,0.14785449178862764
UncleBjorn,141021495,134805,4265,975,111003,26514,7886426,True,False,Russian,0.22860492379835873,1270.4295829842438,71.04696269470195,0.2388584092321829,0.4339601646823189,1.072938175655434,0.4836469515912627,0.21644336998185368,0.11377621060643785,0.22761737184250166,0.003940743445746826,0.27625251428438263,0.22027952695869754
AnniTheDuck,140975745,53220,7894,2533,460463,263210,7336341,True,True,German,0.3208766151507474,306.1608533150329,15.932530952541246,0.5716203039114978,2.855693348365276,1.0457655675634054,0.6926739738441375,0.03585311613382216,0.021882888711912307,0.5684181122085186,0.029131198795589192,0.24285068675210944,0.26513499607434815
StRoGo,140812395,29385,45087,4621,272944,258332,5978117,True,False,Russian,0.1024907401246479,515.9021447622955,21.90235726009731,0.9464652089805967,9.435426237876468,1.037001110959036,0.19795507913502566,0.07513390156162378,0.03183649166478473,0.9523185022850008,0.0975724575948161,0.23207701103714842,0.2644822405463999
재슥짱 (pikra10),140512860,124170,4659,1068,77376,42516,2973636,True,False,Korean,0.2292337411461687,1815.9747208436725,38.43098635235732,0.5494727047146402,0.5160666827736168,1.0595663067939658,0.4850714385149032,0.31861419840370925,0.05939498379903971,0.5457354723861529,0.00479480143687713,0.2598151941720757,0.278904348118793
貝莉莓 (beryl_lulu),140500785,81990,15901,1739,156726,49522,9765341,True,False,Chinese,0.10936419093138797,896.4740055893725,62.30836619322895,0.3159782039993364,1.2725942188071715,0.9854129884841986,0.21352580222112963,0.14640819143490041,0.09920618537288453,0.3066002228653023,0.012664071778375832,0.16866250317016832,0.15784449614046017
purple_hs,140426535,111810,5460,1149,88792,18850,1512076,True,False,English,0.21043956043956044,1581.522378142175,17.029417064600416,0.212293900351383,0.6165817011000805,1.0930713306772983,0.4424961744094506,0.2747054758858136,0.023711747422615153,0.2004111188466144,0.005840341506361866,0.30100112028654696,0.2080276630595671
Harmii,140304750,116130,7200,1159,333858,168452,3556031,True,False,German,0.1609722222222222,420.2527721366569,10.651327810027018,0.5045618196957988,0.598811676569362,1.0424242653888152,0.330435690258822,0.05722048805832102,0.013077440029508565,0.49973963238871466,0.005655500743340274,0.23874340346922077,0.1908120258246546
Zerkaa,140243025,51000,11192,2571,529504,373720,2530852,True,False,English,0.22971765546819156,264.8573476309905,4.779665498277633,0.7057925908019581,3.0247058823529414,1.0695695197565607,0.4861676703957263,0.02811770965760715,0.0032875077411059646,0.7058317266878358,0.03088923833506695,0.27211160653755695,0.25440090989248315
iklooode25,140170155,21360,42463,7265,418710,354335,1443848,True,False,Arabic,0.17109012552104186,334.766676219818,3.44832461608273,0.8462539705285281,20.40730337078652,0.903272288252898,0.35335621081065494,0.041210474161681394,0.0010677382112082123,0.8496863656024848,0.21170005137052675,0.06769135261981135,0.25411869879606125
聶寶 (nielnieh345),140168070,186015,5455,728,93991,18742,4755073,True,False,Chinese,0.13345554537121906,1491.2924641721015,50.590726771712184,0.1994020704109968,0.23481977259898396,1.0350700625880047,0.26810098131224214,0.25780702987467785,0.07966914621328948,0.1872078487047897,0.001869319067155133,0.2297032770022257,0.17072626702906332
akagreenn,140084580,51600,21136,2902,117916,114861,3514645,True,True,Turkish,0.1373012869038607,1188.0031547881542,29.806345194884493,0.974091726313647,3.374418604651163,0.9354987739009184,0.2768129046458278,0.2010063770215772,0.04501495843987136,0.9806124196817375,0.03452689039999338,0.10730564035917053,0.2742131984246963
Spraggy,139893270,81585,30415,1674,99807,35453,3037728,True,False,English,0.05503863225382213,1401.6378610718687,30.436021521536567,0.35521556604246196,1.2311086596800882,1.0243091456609121,0.09045978277180207,0.24101632928017683,0.046064829545230834,0.3467854791945868,0.012232546071128121,0.21647545985377495,0.15883907111944992
TpaBoMaH,139724325,92445,6813,1531,151266,85717,7804776,True,False,Russian,0.22471745193013357,923.6994764190234,51.59636666534449,0.5666640223183003,0.9936719130293689,0.9872187671459214,0.4748404947376257,0.15150703425431392,0.08134586839901127,0.5633420970053596,0.009762769546936178,0.17088224988038636,0.24194675230393883
Day9tv,139556325,64500,5597,2140,496790,13344,2495558,True,False,English,0.3823476862604967,280.916131564645,5.023366009782806,0.026860444050806176,1.9906976744186047,1.011057922190828,0.831927029255189,0.031125232122910174,0.0036938341576491364,0.010497970116744484,0.020133661391727512,0.20018644264054658,0.18292736161412781
Sologesang,139273200,123390,5120,1072,58531,26062,4569358,True,False,German,0.209375,2379.477541815448,78.067314756283,0.4452683193521382,0.5212740092389982,1.0529137681396084,0.44008457996018757,0.42414817907970226,0.12548137477878774,0.439013722544121,0.004848967158229948,0.25163758574994505,0.28086906821182894
karavay46,139258050,33045,48331,4037,354734,301941,8457221,True,False,Russian,0.08352817032546399,392.5703484864716,23.841021723319447,0.8511758106073847,7.330004539264639,1.043892563915421,0.1549983559917569,0.052036066163990105,0.03506886314958533,0.8547271072548723,0.07567222033960662,0.24054830397731625,0.2355084861461879
RaulZitoYT,139249440,131460,6545,839,78971,76729,2725303,True,False,Portuguese,0.1281894576012223,1763.2984260044827,34.51017462106343,0.9716098314571172,0.3829301688726609,1.262518842659509,0.2561714866931299,0.3087488723134954,0.05285774113640681,0.9780705673298296,0.003409938136719801,0.5092938447770977,0.35142540839777986
JonBams,139067415,88830,5577,1522,309837,75728,1940922,True,True,English,0.2729065805988883,448.8405677824146,6.26433253613997,0.2444123845764063,1.0280310705842621,1.0286107705027379,0.5840053959435867,0.062574469903604,0.005762920835352028,0.2333055198532889,0.01012016764102698,0.22176321620710626,0.18625528173066078
Japan_ASMR,138935670,509670,496,271,67707,32649,1272641,True,False,Japanese,0.5463709677419355,2052.0133811865835,18.796298757883232,0.48221011121449775,0.031902996056271705,1.00590136574154,1.0,0.3628200097898136,0.026657702285217477,0.47684795241972716,0.0,0.19384776478539897,0.3433622382133595
OuterHeaven,137995935,94575,6955,1101,137954,7924,1037346,True,True,English,0.15830337886412651,1000.3039781376401,7.519506502167389,0.057439436333850416,0.6984932593180015,1.3252646826005627,0.324389844866527,0.16585368471140452,0.007855695842692856,0.0418156882098913,0.006692371558155831,0.5864239353808605,0.18883853676158865
Yamikazexz,137528370,74490,12411,1643,201657,161100,5719244,True,False,English,0.13238256385464509,681.9915500081822,28.361247068041276,0.7988812686889124,1.3233991139750303,1.123716500444042,0.2656703102358305,0.10623947092413194,0.04260551933033962,0.8011692363331063,0.013192535628936386,0.3386715813545183,0.2612581089678105
aircool,137305080,128055,12620,964,153703,120570,1628826,True,False,English,0.07638668779714738,893.3142489086094,10.597229722256559,0.78443491668998,0.45168091835539415,1.1122771902827673,0.13882044914420558,0.14581642562987138,0.01298724127690914,0.7863738900643609,0.0041250717017144315,0.3246098518436448,0.2354554882767844
Lapi,137258130,171570,8684,789,130323,16992,6792456,True,False,French,0.09085674804237678,1053.214935199466,52.12016297967358,0.13038373886420662,0.27592236404965903,1.0139574331531367,0.17160009759921035,0.17576295883088708,0.08221920378138424,0.1165221756572758,0.002296861209979647,0.2037506557172951,0.1253586587993387
robn_live,137249820,133545,73664,656,66223,63975,1502917,True,False,English,0.008905299739357081,2072.540054059768,22.6947888195944,0.966054089968742,0.29473211277097605,1.5666800448190936,0.0,0.3666642877911292,0.033157727611059444,0.9723806105084658,0.002492517006620918,0.8831828723645448,0.3763130025469701
과로사1 (aram4519),136944300,81570,14167,1592,301329,179604,5711063,True,False,Korean,0.11237382649820005,454.4677080533238,18.952915252099864,0.596039544816463,1.1710187568959176,1.054557912770916,0.22034365882890045,0.06362833244077305,0.026918831892511087,0.5934272719490242,0.01160750115566844,0.25365864442885633,0.19493070678262225
Ezekiel_III,136597425,109890,18804,1190,190452,8969,4018240,True,True,English,0.06328440757285683,717.2275691512822,21.09843950181673,0.04709323084031672,0.6497406497406497,1.0445695886872357,0.10913929146880458,0.11283854589758816,0.03049610456465083,0.031219539586644453,0.006185255232120735,0.24138053416245858,0.08854321181871122
RebeuDeter,135843000,18510,24675,7141,215360,194128,2560454,True,False,French,0.28940222897669704,630.7717310549777,11.889180906389301,0.9014115898959881,23.147487844408428,1.0277129103810103,0.6213736961232774,0.09664691666803517,0.015141335627204424,0.9061764800591682,0.24020298270011647,0.22065952498863806,0.35003348936107326
nookyyy,135590925,149220,7393,683,206681,78987,2481667,True,False,German,0.09238468821858514,656.0396214456094,12.00723336929858,0.3821686560448227,0.2746280659429031,1.3304019849042252,0.1750614060518065,0.10137913975009423,0.01533816670450401,0.374389700635893,0.0022833981419227286,0.5927389451490404,0.2101984594055435
BrookeAB,135540690,48705,24357,2777,737161,247335,6936235,True,False,English,0.11401239889970029,183.8685036240387,9.409389536342808,0.3355237186991715,3.421004003695719,1.0021212345369854,0.22405558720922344,0.012949950455158081,0.011006733139329527,0.3266179171597709,0.03501146377186329,0.18920105254797703,0.13314045071388705
innocents,135250410,83790,13654,1557,534759,279080,3488587,True,True,English,0.1140325179434598,252.91843615535223,6.523662060853581,0.5218799496595663,1.1149301825993556,1.0367111926067119,0.22410116374245903,0.02588176547761252,0.00619530579765642,0.5174761328948639,0.011024077376379452,0.23172062997979923,0.16939984587812842
RealKraftyy,135181170,108585,19953,1235,710277,21198,4102026,True,False,English,0.06189545431764647,190.3217617915264,5.775248248218653,0.029844694393877318,0.6824146981627297,1.0080438112719396,0.10599283605295787,0.014158530070731916,0.004947461463226668,0.013554313834634147,0.006525125108546703,0.19648135799298985,0.05694327075384786
rhobalas_lol,135169095,174210,5224,779,100599,69851,3011205,True,False,French,0.14911944869831548,1343.6425312378851,29.932752810664123,0.6943508384775197,0.2682968830721543,0.996017267460612,0.30358509373428133,0.23015484324991609,0.04522572021967342,0.6941135650665629,0.002217542258007912,0.18169777369976406,0.2428324230380343
veloxey,135057600,88620,8596,1273,252913,180142,1874494,True,False,Italian,0.14809213587715217,534.0081371855144,7.411615852091431,0.7122686457398394,0.8618821936357481,1.1971784167924941,0.30125787791345193,0.07852482949205798,0.007675807745810684,0.7124642298463115,0.008391915373436991,0.42897436906451114,0.2562148382392634
ArQuel,134912310,116415,9110,1122,285920,45153,4895500,True,False,Polish,0.12316136114160263,471.8533505875769,17.121922216004478,0.1579217963066592,0.5782759953614225,1.0328797881266105,0.2447811240027931,0.06688435174531791,0.023865982990073115,0.14472549615367494,0.005441892091473644,0.2270108902589269,0.11878495620704327
ElOjoNinja,134761230,82020,9339,1484,273504,133594,5226901,True,False,Spanish,0.15890352286112003,492.7212399087399,19.110875892125893,0.488453550953551,1.08558888076079,1.107162328430841,0.3257493768180484,0.0707925334729098,0.027182202619228994,0.48324222087270163,0.010718874161239714,0.31832242691737994,0.2060012724769181
Bamboe,134431230,118920,5956,1075,86644,25348,2322578,True,False,English,0.18049026192075218,1551.5353630949633,26.805987719865197,0.29255343705276765,0.5423814328960646,1.0515666580620937,0.37465074320302605,0.2690894453199583,0.040012406358041895,0.2826095615367704,0.005068522977494447,0.24998165569259692,0.203568722514648
Sonecarox,133976280,239655,2445,569,87530,21318,3105118,True,True,Portuguese,0.232719836400818,1530.6326973609048,35.474900034273965,0.24355078258882668,0.14245477874444515,0.982492297528312,0.4929686397007613,0.2651747505934073,0.054466245844406354,0.23242310332674837,0.000908554161566827,0.1650722546650124,0.20183559138198373
MuTeX,133816530,150015,9448,824,200619,114872,1615269,True,True,English,0.08721422523285352,667.0182285825371,8.051425837034378,0.5725878406332401,0.32956704329567044,1.0825497547332645,0.16334853436022012,0.10343523613562745,0.00874257488899286,0.5694090226353836,0.002854864009961173,0.2880675121522055,0.18930962403039844
RayNarvaezJr,133649520,82605,6611,1589,528396,29068,2180691,True,True,English,0.2403569807895931,252.93439011650352,4.1270013399041625,0.05501177147442449,1.1541674232794625,1.0182095606221409,0.5102693906320988,0.025884753368649063,0.0021993085943740626,0.039329375940722854,0.011432216458778321,0.2089775676090021,0.13301543543393754
Tanovich,133079115,89865,10352,1434,296560,219383,3677360,True,True,Spanish,0.13852395672333848,448.7426321823577,12.400053951982736,0.7397592392770435,0.957436154231347,1.0326904815614868,0.279582671058669,0.06255612832067088,0.015993123802134333,0.7406189398067449,0.009385851366923856,0.22677818586715212,0.2224858167037158
Zalae,133078635,95010,5934,1351,170668,23494,1776974,True,False,English,0.22767104819683182,779.7515351442566,10.411875688471184,0.13765908078843134,0.8531733501736659,1.036772980614998,0.4815314031139265,0.12454816432950637,0.012678197032911996,0.1239732749382832,0.008301327469757726,0.23179658265940006,0.1638048249239643
KheZu,132976365,124635,5322,991,122158,28840,2671995,True,False,English,0.18620819240886885,1088.5604299350023,21.873270682231208,0.23608768971332209,0.4770730533156818,1.0766158879184535,0.38760381652228965,0.1823825366210581,0.031787995070005994,0.22477971741610067,0.004389196356843259,0.28077332841847913,0.18528609840079613
mandiocaa1,132533775,29685,9540,4355,312944,29691,2567198,True,True,Portuguese,0.45649895178197064,423.50636216064214,8.20337824019633,0.09487639961143207,8.802425467407781,1.0251829050031067,0.9999050732366567,0.05782982716708843,0.008995927970119274,0.08015705182771395,0.09098809159101987,0.21754952527855315,0.24257091617852522
스피드소닉 (dragon3652),132487740,243375,2379,529,35503,11620,4618003,True,False,Korean,0.22236233711643547,3731.733656310734,130.073599414134,0.32729628482100104,0.13041602465331278,1.029067956810099,0.4695053520805901,0.6774015175634981,0.21219242496179144,0.31819172533364515,0.0007833290957157643,0.22232521077666975,0.31673325996865176
