channel,watch_time_min,stream_time_min,peak_viewers,avg_viewers,followers,followers_gained,views_gained,partnered,mature,language,avg_to_peak_ratio,watch_per_follower,views_per_follower,follower_growth_rate,viewers_per_stream_hr,stickiness,avg_to_peak_ratio_scaled,watch_per_follower_scaled,views_per_follower_scaled,follower_growth_rate_scaled,viewers_per_stream_hr_scaled,stickiness_scaled,engagement_efficiency_score,cluster
HusKerrs,425044665,107610,39433,3247,361360,288952,6298662,True,False,English,0.0823422006948494,1176.2360665264555,17.43043502324552,0.7996236440115121,1.81042654028436,1.216465088101311,0.1523117280917333,0.1988026122505664,0.0243803721583587,0.8019295459226862,0.0182585118146101,0.4526824381076786,0.2747275347242722,1
얍얍 (yapyap30),422278350,46800,36933,9306,301033,26768,9798569,True,False,Korean,0.2519697831207863,1402.7643148757777,32.54981679749396,0.0889204838007793,11.930769230769233,0.969593989540798,0.5365763701154407,0.2412272938921536,0.0495891999065438,0.0740572532922348,0.1235285896198197,0.1492170574974105,0.1956992940539338,1
Elwind,421436625,58965,18270,7165,703464,200170,14369324,True,False,Turkish,0.3921729611384784,599.0876931868581,20.42652360319789,0.2845490316490964,7.290765708471127,0.997520380790549,0.8541846460871723,0.0907130641376339,0.0293758066316758,0.2744117860961966,0.0752640647171194,0.1835454701754934,0.2512491396408819,1
Shiphtur,420316860,118410,19688,3414,709343,58604,7906425,True,False,English,0.1734051198699715,592.5438892045174,11.146123948498822,0.0826172951590415,1.729921459336205,1.0397403855330345,0.3586004668570841,0.0894875269134744,0.0139024228767865,0.0676017925254873,0.0174211116993853,0.2354442541289545,0.1304095958335287,1
BarbarousKing,419187600,188895,13419,2244,159402,42931,4822422,True,True,English,0.1672255756762799,2629.751195091655,30.25320886814469,0.2693253535087389,0.7127769395696022,0.988928999261537,0.3446016802004659,0.4710199495581757,0.0457600225922512,0.2588203350788626,0.0068409479628703,0.172984546353823,0.2166712469577415,1
alexelcapo,418413015,72930,74670,5772,680023,211908,13364167,True,False,Spanish,0.0773001205303334,615.2924459907973,19.652522047048407,0.3116188717146332,4.748663101604278,0.9939685635386992,0.1408896875145852,0.0937479239566513,0.0280852993743598,0.3021355780430336,0.0488215471662757,0.1791794120160913,0.1321432413451661,1
moistcr1tikal,415091820,103170,42135,3977,1166681,724159,7780736,True,False,English,0.0943870891183101,355.7886174541284,6.669120350807119,0.6207000885417694,2.31288165164292,1.0116613388279496,0.1795975307428292,0.0451475070520716,0.0064378311224835,0.6186835638916827,0.0234849641476987,0.2009281902996221,0.1790465978760646,1
Rush,412717875,86265,15405,4731,542991,120906,7575905,True,False,English,0.3071080817916261,760.082349431206,13.952174161266024,0.2226666740332712,3.2905581637976,1.0112666941365476,0.661483524350204,0.1208644783075377,0.0185810028294991,0.2110344774912194,0.0336545884035665,0.2004430747790915,0.2076768576935197,1
LosPollosTV,411900525,69900,54323,5671,476096,138468,6201733,True,False,English,0.1043940872190416,865.1627507897567,13.026223702782632,0.2908405027557467,4.867811158798284,1.0390956398149458,0.2022668129899452,0.1405441544931417,0.0170371483280527,0.2808552462562133,0.0500609049266552,0.234651702850666,0.1542359949741124,1
DreamLeague,411414600,244560,147514,1751,349054,61032,7424007,True,False,English,0.011870059790935,1178.6560245692644,21.26893546557266,0.1748497367169549,0.4295878312070657,0.960744988563944,0.0,0.1992558270275325,0.0307803756708546,0.1620623809260744,0.0038952631790002,0.1383394559267132,0.0890555504550291,1
Voyboy,411274050,80670,21187,4632,1251182,139443,8151140,True,False,English,0.2186246283098126,328.7084133243605,6.514751650838966,0.1114490138125388,3.445146894756415,1.100653705912465,0.4610381599174706,0.0400758700824387,0.0061804493045419,0.0971300264376239,0.0352625940051103,0.3103217268706575,0.1583348044363072,1
BastiGHG,410621295,144135,10455,2733,507730,236118,8093220,True,False,German,0.2614060258249641,808.7394776751423,15.940007484292831,0.4650463829200559,1.13768342179207,1.0423951551396904,0.5579526956688212,0.1299770865159394,0.0218953544730058,0.4592695836109306,0.0112607526880158,0.2387076198036486,0.2365105154600602,1
DatModz,409985220,228615,14288,1753,270720,36757,9812812,True,False,English,0.1226903695408734,1514.4253102836878,36.24708924349882,0.1357749704491725,0.4600747982415852,1.023013965430039,0.2437141665170941,0.2621393974222099,0.05575373134183,0.1220436483529752,0.0042123834080203,0.2148833643674559,0.1504577819015976,1
dafran,408885990,92565,19611,4319,599036,142689,7944645,True,False,English,0.2202335423996736,682.573317797261,13.26238322905468,0.2381977043115939,2.7995462647869065,1.0227564350411662,0.4646829020516533,0.1063484256060351,0.0174309015190082,0.2269407056445369,0.0285471664127344,0.2145667960938358,0.1764194828879673,1
yeTz,408478725,87990,21212,4221,849972,281059,10731565,True,False,Portuguese,0.1989911370922119,480.57903672120966,12.625786496496357,0.330668539669542,2.8782816229116945,1.0998178703676107,0.416561569692523,0.0685185163981648,0.0163694918915687,0.3216454469509993,0.0293661581731231,0.3092942791328469,0.1936259103732043,1
Aurateur,407829960,163815,15547,2492,142427,26782,4368785,True,True,English,0.1602881584871679,2863.431512283485,30.673853974316668,0.1880401890091064,0.9127369288526692,0.999027452815588,0.3288860513232626,0.5147840855324263,0.046461372037813,0.1755714875239317,0.0089208976516835,0.1853980328624676,0.2100036544885974,1
pokelawls,407214675,118335,22496,3352,668807,182123,5999354,True,False,English,0.14900426742532,608.867244212456,8.97023206993946,0.2723102479489598,1.6995816960324504,1.0266116667690215,0.3033241686535696,0.0925445988000079,0.0102745176896378,0.2618773384539697,0.0171055226584548,0.2193058253704754,0.1507386619376859,1
ziGueira,407188275,117555,36519,3203,529814,212042,7967420,True,False,Portuguese,0.0877077685588323,768.5494815161547,15.038145462369814,0.4002196997436836,1.634809238228914,1.0814270276075792,0.1644665792369327,0.1224502204202269,0.0203916630719453,0.3928768205715445,0.0164317706046806,0.2866874040046572,0.1672174096516645,1
A_Seagull,407156655,95160,28779,4193,1028544,55228,7374161,True,True,English,0.1456965148198339,395.857304111443,7.169514381494618,0.0536953207641092,2.6437578814628,1.020427706478912,0.2958309747244214,0.0526516540519271,0.0072721474400531,0.0379811224780985,0.0269266822319867,0.2117042151615067,0.1053944660146656,1
koil,403848390,145035,13421,2791,299033,50231,7743238,True,True,English,0.2079576782654049,1350.5144582704918,25.894259162032284,0.1679781161276514,1.1546178508635847,0.9976672132798052,0.4368738602105597,0.2314418320415875,0.0384922642972959,0.1550247560603852,0.0114369017296506,0.1837259634673283,0.1761659296344679,1
PAGO3,402836460,156135,20284,2326,425072,150470,12693893,True,False,Polish,0.1146716623940051,947.6899442917904,29.862924398690105,0.3539870892460571,0.8938418676145643,1.1092228127537294,0.2255490450951127,0.156000018989557,0.0451092940035975,0.3455273249154116,0.0087243544487997,0.3208552696151798,0.183627551177943,1
Llobeti4,402468465,112545,37469,3410,648084,606080,9957496,True,False,Spanish,0.0910085670821212,621.0128085248209,15.364514476518476,0.9351874139772004,1.8179394908703184,1.04870001168643,0.1719440197852454,0.0948192453532048,0.0209358242276635,0.940768258857767,0.0183366602446504,0.2464578412868673,0.248876974959233,1
殺梗 (xargon0731),401439255,155325,8406,2549,283232,16999,17013239,True,False,Chinese,0.3032357839638354,1417.3513409501752,60.06820910066659,0.0600179358264602,0.9846450989859972,1.0139315575985433,0.6527114419015558,0.2439591824835911,0.0954711295935891,0.0444564789679848,0.0096688741675265,0.2037188482879565,0.208330992567034,1
itsHafu,400822020,123375,34345,3276,787371,36756,10008765,True,False,English,0.0953850633279953,509.0637323447269,12.71162514240428,0.0466819326594451,1.593191489361702,0.991700457597114,0.181858284548013,0.0738531894567835,0.0165126122698447,0.0307983052842995,0.015998869882312,0.1763913512149649,0.0825687687760363,1
shongxbong,400635750,50310,94869,7656,845158,671127,4198232,True,False,Arabic,0.0807007557790216,474.0365115161899,4.967393079163896,0.7940846563601125,9.130590339892665,1.0401439756892843,0.1485932924814301,0.0672932186660823,0.0036005094445357,0.7962567476766779,0.0944016065989553,0.235940365828911,0.224347623449432,1
StaysafeTV,399746130,135180,15608,2876,149648,73218,7427189,True,True,English,0.1842644797539723,2671.2427162407785,49.63106088955416,0.4892681492569229,1.276520195295162,1.0282126535659146,0.3832006408308783,0.4787905679618562,0.0780690773559545,0.4840764982023147,0.012704909115904,0.2212738324417934,0.2763525876514501,0
Loeya,398289900,150495,7955,2635,1233300,337821,19024045,True,False,English,0.3312382149591452,322.9464850401362,15.425318251844644,0.2739163220627584,1.050533240306987,1.0043766386862631,0.7161465505573341,0.0389967641657103,0.0210372034984249,0.2635222120281894,0.0103542313708771,0.1919734997181052,0.2070050768897735,1
RiotGamesJP,390922410,26325,60682,13675,141684,36105,9101692,True,False,Japanese,0.2253551300220823,2759.1147200813075,64.23937777024929,0.2548276446175997,31.16809116809117,1.0859125507169385,0.4762850542852219,0.4952474196583123,0.1024257970575214,0.2439723912406033,0.3236319298960095,0.2922012166200458,0.3222939681262857,0
btssmash,389890800,362970,94083,1061,216558,81658,6933788,True,False,English,0.0112772764473921,1800.3989693292328,32.01815679864055,0.3770721931307086,0.1753863955698818,1.0124110396486292,0.0,0.3156971392548229,0.0487027532560251,0.3691701176182765,0.0012511032205749,0.2018497572477904,0.1561118117662483,1
PietSmiet,387717165,84495,39004,4147,576903,122061,11483357,True,False,German,0.1063224284688749,672.0664739132922,19.905178166866875,0.2115797629757515,2.9447896325226344,1.1064963428376078,0.2066351671778044,0.1043806820240168,0.0285065576439854,0.1996797293749539,0.0300579631406561,0.3175037666014907,0.1477939776604846,1
Payo,385755615,137400,12274,2772,175503,112595,11672019,True,False,English,0.2258432458856118,2198.0001196560743,66.50609391292457,0.6415559847979807,1.210480349344978,1.012820067487098,0.4773908040983288,0.390160709894955,0.1062051352373441,0.6400432958765104,0.0120179739068862,0.2023525531984095,0.3046950787020724,1
Shotz,385739280,153105,10316,2523,159763,48388,5464553,True,True,English,0.2445715393563396,2414.4468994698395,34.20412110438587,0.3028736315667583,0.9887332222984226,0.9985900655480308,0.5198168110207959,0.4306973131347654,0.0523474523892312,0.293179070808494,0.0097113981286549,0.1848603761890163,0.2484354036118263,1
실프_ (silphtv),385176540,197055,9401,1891,309065,87400,7215989,True,False,Korean,0.2011488139559621,1246.2638603530002,23.347803860029444,0.2827884102049731,0.5757783359975641,1.0336674480428705,0.4214494476885076,0.2119175631708265,0.034246511790009,0.2726086316447539,0.0054159118649531,0.227979118284293,0.1956028640738905,1
m0xyy,384746505,136095,25387,2431,461534,269311,6207063,True,False,English,0.0957576712490644,833.6254858796968,13.44876650474288,0.5835128072904705,1.0717513501598148,1.162913881523071,0.1827023692620503,0.1346377899076862,0.017741661837262,0.5805979141064046,0.0105749385290633,0.3868548164007932,0.2188515816738766,1
LexVeldhuis,380251830,73935,58416,4939,244467,66680,14339774,True,False,English,0.0845487537660914,1555.4321442157836,58.657299349196414,0.2727566501818241,4.008115236356259,1.0413152039380338,0.1573103274580677,0.2698192425954964,0.09311869340115,0.2623345248502902,0.041118494633634,0.2373800938017707,0.1768468961234015,1
NateHill,379971075,111555,41610,3311,1055613,449635,14221498,True,False,English,0.0795722182167748,359.95300834680893,13.472264930424313,0.4259468195257163,1.780825601721124,1.0287321585481946,0.1460367679105726,0.0459274228424443,0.0177808412014848,0.4192254548634954,0.0179506079025629,0.2219124320109441,0.144805587788584,1
Shaunz,379800060,97860,20861,3791,148568,84393,10605782,True,False,French,0.1817266669862422,2556.405551666577,71.3867185396586,0.5680429163749933,2.324340895156346,1.0237549936350914,0.3774516246581059,0.4572836248623351,0.1143426918753042,0.5647543023176901,0.0236041612434039,0.2157942705350891,0.2922051125819881,0
Emongg,379682235,155910,21922,2228,504653,156093,5794763,True,False,English,0.101633062676763,752.3629801071231,11.482668288903463,0.3093075836267693,0.8574177410044256,1.0930275770201632,0.1960121456051725,0.1194187787604197,0.0144635495441042,0.2997684539698211,0.0083454768989474,0.3009473362660884,0.1564926235074256,1
fl0m,379633995,188070,19318,1931,658323,183265,11489901,True,False,English,0.0999585878455326,576.6682844135781,17.453288127560484,0.2783815847236083,0.6160472164619557,1.0453537868391225,0.1922188859100319,0.0865143106191222,0.0244184755662089,0.2680953462874857,0.0058347818883566,0.2423445068268321,0.1365710511830062,1
AsmodaiTV,379345935,132360,11751,2796,247056,30588,6547592,True,False,English,0.2379371968343119,1535.4653803186322,26.502460980506445,0.1238099863998445,1.2674524025385312,1.0250416425096336,0.504787750193364,0.2660798255120997,0.0395063305539045,0.1097896148002204,0.0126105874829113,0.2173758788833382,0.191691664570973,1
Homyatol,378734925,70725,26274,4826,375749,249186,6981248,True,True,Italian,0.1836796833371393,1007.9465946682492,18.579551775254224,0.6631714256059231,4.094167550371156,1.109622058670361,0.3818758764113348,0.167285009835677,0.0262963159910146,0.6621809214534528,0.0420135961206799,0.3213460411747268,0.266832960164481,1
Grimmmz,377312595,176580,21993,2153,1001739,37734,7803917,True,True,English,0.097894784704224,376.657587455415,7.7903695473571455,0.0376684944880852,0.7315664288141353,0.9924662802884784,0.1875436640860776,0.0490558911716854,0.0083073108591988,0.0215671209114521,0.007036393023891,0.1773327359127687,0.0751405193275123,1
aXtLOL,376430955,73815,25340,4991,763886,193266,8969210,True,False,Portuguese,0.1969613259668508,492.7842047111742,11.741555677156017,0.2530037204504337,4.056899004267425,1.0217699723757998,0.4119633514410592,0.0708043256521076,0.0148951973240254,0.2421044048020097,0.0416259350633408,0.2133541905278187,0.1657912341350602,1
boyMinORu,376358805,142830,22141,2717,367223,73551,17822170,True,True,Thai,0.1227135179079535,1024.8780849783377,48.53228147474423,0.2002897422002434,1.1413568578029825,0.969824176420535,0.243766605506451,0.1704559745668191,0.0762370619061977,0.1881169648259995,0.0112989631425931,0.1495000138640253,0.1398959306353476,1
just_ns,376209315,93615,37023,3969,341549,66811,12351240,True,False,Russian,0.1072036301758366,1101.4797730340304,36.162424717976045,0.1956117570246143,2.543823105271591,1.0125185860988273,0.2086313912212859,0.1848020980752635,0.0556125685964113,0.1833259691117454,0.0258871777421846,0.2019819583220876,0.1433735271781631,1
BurkeBlack,372767025,171675,4922,2154,276421,13471,5367772,True,True,English,0.4376269809020723,1348.5481385278254,19.41882852605265,0.0487336345646676,0.7528178243774574,1.008056171111038,0.957153587713291,0.231073575589264,0.0276956578000804,0.0328995721044804,0.007257446414358,0.1964965512792763,0.242096065150125,1
Trick2g,371417130,132945,28917,2650,1476226,115863,8688676,True,True,English,0.0916415949095687,251.599097970094,5.885735652942029,0.0784859499832681,1.195983301365226,1.0542510628242492,0.1733780448891013,0.0256346770774018,0.0051316791776546,0.0633706425136507,0.011867178087471,0.253281450272074,0.0887772786695589,1
FORMAL,369971310,137190,16518,2391,512592,176173,4803076,True,False,English,0.1447511805303305,721.7656732840154,9.370173549333582,0.3436904984861254,1.0457030395801443,1.1278881014095152,0.2936894683894634,0.1136884514810661,0.0109413475914115,0.3349819896160909,0.0103039884471066,0.3437995063409712,0.1845674586443516,1
Fortnite,369166335,12030,169084,28584,3558217,1163448,21509520,True,False,English,0.1690520687942087,103.75037132361516,6.045027607928353,0.3269749989952833,142.5635910224439,1.0735776445396443,0.3487393134443173,0.0,0.0053972696306823,0.3178626779005572,1.0,0.2770385790342335,0.3248396400016317,1
Magic,362552205,43350,114234,5123,365714,50355,18694298,True,False,Spanish,0.0448465430607349,991.3544600425467,51.11726102911018,0.1376895606949693,7.090657439446367,1.6325146719421944,0.0673712057300032,0.1641776003431342,0.0805470466193016,0.1240044911769226,0.0731825726477344,0.9641098431348788,0.2455654599419957,1
Xari,361741665,80535,28830,4841,269447,147894,5746209,True,False,French,0.1679153659382587,1342.5336522581435,21.32593422825268,0.5488797425838847,3.606630657478115,0.9278521694677484,0.3461642916832209,0.2299471700875737,0.0308754107729319,0.5451281855050477,0.036942320550534,0.0979060802720697,0.2144939098118963,1
RocketBeansTV,360858030,518415,5223,696,416018,27024,5973152,True,False,German,0.1332567489948305,867.4096553514512,14.357917205505531,0.064958727747357,0.0805532247330806,1.0001141576429748,0.2676506393494785,0.1409649594541279,0.0192575057887457,0.0495166303000921,0.0002646647591687,0.18673386073368,0.1107313767308822,1
ANGRYPUG,360278835,184845,9822,1892,366463,48331,4962556,True,True,English,0.1926287925066178,983.1247220046772,13.541765471548286,0.1318850743458411,0.6141361681408748,1.0301723997427248,0.4021486774632638,0.1626363178814789,0.0178967207523659,0.1180597803285435,0.005814903489808,0.2236828431478378,0.155039873843883,1
MarcaoRX,359273445,336690,5210,1258,166594,65904,4541683,True,True,Portuguese,0.2414587332053742,2156.5809392895303,27.261984225122152,0.3955964800653084,0.2241824824022097,0.8482312327894667,0.5127652376611852,0.3824036396235405,0.0407726978518631,0.3881419133767667,0.0017586717895976,3.233970661363765e-05,0.2209790833349277,1
yamatonjp,359095725,159420,8247,2269,179920,67794,10882318,True,False,Japanese,0.2751303504304596,1995.8633003557136,60.48420409070698,0.3768008003557136,0.8539706435829884,0.9927340869134528,0.589042997175951,0.352304105831886,0.0961647258136341,0.368892168549807,0.0083096207797571,0.1776619362114331,0.2653959257270781,1
btscsgo,357966315,57165,74949,6530,219539,166599,9173781,True,False,English,0.0871259122870218,1630.5363283972324,41.78656639594787,0.7588583349655414,6.853844135397534,0.9589562011795468,0.1631484752540845,0.2838849104628241,0.0649898051070244,0.7601794305210867,0.0707192810671076,0.1361405956810132,0.2465104163488568,1
Skyyart,356907810,111165,32577,2311,598579,239491,8203617,True,False,French,0.0709396199772845,596.2584888544369,13.705153371568333,0.4000992350216095,1.2473350425043854,1.3892744018285703,0.1264809726513873,0.0901832048641147,0.0181691404510839,0.3927534456685664,0.0124013301365152,0.6651076449019343,0.2175159564456003,1
gratis150ml,356697420,198075,9601,1801,741652,129328,12187175,True,False,Portuguese,0.1875846266013957,480.949852491465,16.432471024146096,0.1743782798401406,0.5455509276789096,0.999900051319884,0.3907219119681848,0.0685879635470983,0.0227164481350209,0.1615795346169325,0.0051014915214062,0.1864706713315722,0.1391963368533691,1
ShivFPS,355389630,203175,7216,1782,236407,174213,6900666,True,False,English,0.2469512195121951,1503.2957145938994,29.189770184470003,0.7369198035591162,0.5262458471760797,0.981582446009664,0.5252076026016403,0.260055023586366,0.0439869314038818,0.7377109091386785,0.0049006833680934,0.1639538230664359,0.289302495527516,1
Ponce,355091505,111360,23255,3043,242969,196880,13687141,True,False,French,0.1308535798752956,1461.4683560454214,56.33286962534315,0.8103091340870646,1.6395474137931034,1.047874104431312,0.2622066372111841,0.2522215088558266,0.0892431282890116,0.8128731755484024,0.0164810562984117,0.2454425978623247,0.2797446840108602,1
Distortion2,354144315,170220,11495,1953,314170,44982,5500067,True,True,English,0.1698999565028273,1127.2378489352898,17.506658815291086,0.1431772607187191,0.6884032428621784,1.065289006131218,0.3506600698576846,0.1896261241195811,0.0245074615111299,0.1296247627912639,0.0065874169286689,0.2668498010686447,0.1613092727128288,1
boxbox,353396640,117720,25314,2717,1717150,145809,9971842,True,False,English,0.1073319111953859,205.80417552339637,5.80720496170981,0.0849133739044346,1.3848114169215089,1.104898856709576,0.2089219917200407,0.0170581087255098,0.0050007434887635,0.0699533398296723,0.0138313359252397,0.3155400627143631,0.1050509304005982,1
강지 (rkdwl12),353381040,141450,29993,2484,507418,270927,12873339,True,False,Korean,0.0828193245090521,696.4298467929793,25.370284459755077,0.5339325762980422,1.053658536585366,1.0057468967884386,0.1533925771437771,0.1089435051847826,0.0376186314853637,0.5298199263021777,0.0103867401694872,0.1936578843987569,0.1723032107807242,1
TheKAIRI78,353046060,50310,47081,6795,885915,650990,5134322,True,False,French,0.1443257364966759,398.51008279575353,5.795501825795928,0.7348221894877048,8.103756708407872,1.0327318966776844,0.2927256917621287,0.0531484719630157,0.0049812306315731,0.7355626210084283,0.0837206583756268,0.2268290952448524,0.2328279614976042,1
RiotGamesRU,352700745,17880,73049,19753,173861,75538,6832561,True,False,Russian,0.2704075346685102,2028.6363531786888,39.29898597155199,0.4344735161997227,66.28523489932886,0.9986327367824852,0.5783441999511435,0.3584419113487219,0.060842215783289,0.4279581390615412,0.6889144668559316,0.1849128296454164,0.383235627107674,1
FPSThailand,351025410,158640,38563,2260,390579,74894,18596656,True,False,Thai,0.0586053989575499,898.7308841489174,47.61304627232903,0.1917512206237406,0.8547655068078669,0.9790782770808508,0.0985397324532666,0.1468308643469549,0.0747044038766729,0.1793721700600372,0.0083178888113927,0.1608755827153955,0.1114401070439533,1
김나성 (naseongkim),350120640,215505,7628,1584,103260,20536,8471746,True,False,Korean,0.2076560041950708,3390.670540383498,82.04286267673832,0.1988766221189231,0.4410106494048862,1.0256641728765346,0.4361904649927129,0.6135265076327816,0.1321098801123926,0.1866697066584014,0.0040140813847878,0.2181411220237245,0.2651086271341334,0
오킹 (obm1025),346276365,96000,19328,3563,428179,244442,8920133,True,False,Korean,0.1843439569536424,808.7187017579097,20.832719493482863,0.5708874092377253,2.226875,1.012361905346618,0.3833806839420486,0.1299731955589359,0.0300530646295958,0.5676675123008198,0.0225903376328547,0.2017893590896107,0.2225756921923109,1
singsing,346171920,126795,11839,2735,572005,45761,6526670,True,True,English,0.2310161331193513,605.1903742100156,11.410162498579558,0.0800010489418798,1.294215071572223,0.9982340464783118,0.4891091675429637,0.0918559869362439,0.0143426592850769,0.0649223431593039,0.0128889681996138,0.1844227410704189,0.1429236443656035,1
BlackUFA,345166455,88035,10349,3889,279922,34803,12888906,True,False,Russian,0.3757851000096627,1233.0808403769622,46.04463386229021,0.1243310636534463,2.650536718350656,1.0081734830943587,0.817060520988307,0.2094486197625164,0.0720893605585575,0.1103232802128017,0.026997194536603,0.1966407565988788,0.238759955442944,1
QuattroAce,342273825,185715,48810,1696,157620,136490,7245324,True,False,Russian,0.0347469780782626,2171.5126570232205,45.96703464027408,0.8659434081969293,0.5479363540909458,1.0866779571711371,0.0444922277531792,0.3852000827860595,0.0719599779256955,0.8698514597496024,0.0051263043199125,0.2931420896598604,0.2782953570323849,1
bateson87,342162660,98730,20204,3344,598678,254821,16648694,True,False,English,0.1655117798455751,571.5303719194626,27.809096041611685,0.4256394923481404,2.032209054998481,1.0363756671449902,0.3407193449577584,0.0855520716778267,0.0416849076066543,0.418910703290893,0.0205654556893211,0.2313081865526847,0.1897901116291897,1
Staiy,341874270,91545,15429,3711,259624,90591,5503882,True,False,German,0.2405210966362045,1316.805341570887,21.19943456691215,0.3489315317536129,2.432246436178928,1.0063309574746957,0.5106411693024462,0.2251287185344609,0.0306644955238462,0.3403496355106545,0.024726576268909,0.1943758388271529,0.2209810723279116,1
polsatgames,340417455,57870,66706,5695,141026,74586,16290334,True,False,Polish,0.0853746289689083,2413.8630819848822,115.51298342149674,0.5288811992114929,5.904613789528253,1.0329150605949304,0.1591812179973775,0.4305879745815537,0.1879152378422071,0.5246465182933582,0.0608455489790949,0.2270542488095477,0.2650384577505232,0
NymN,340095510,100125,23488,3402,241746,111122,4409296,True,True,English,0.1448399182561308,1406.8299372068204,18.23937521199937,0.4596642757274163,2.0386516853932584,0.9984448011414304,0.2938904897678912,0.2419887121008153,0.0257291332506682,0.4537574557341841,0.0206324708313643,0.1846818104569594,0.2034466786903137,1
orangemorange,338213940,122835,18387,2653,261139,85861,9889442,True,False,German,0.1442867243160928,1295.1490968411458,37.870413840904654,0.3287942436786539,1.2958847234094517,1.0378441067437278,0.2926373157952493,0.2210728919657816,0.0584603307760142,0.3197258718086131,0.0129063356331274,0.233113260473174,0.1896526677419933,1
MinosTV_,338084550,167190,24576,2034,204605,192534,5554989,True,True,French,0.082763671875,1652.376774761125,27.14982038562108,0.9410033967889349,0.7299479633949398,0.9941778391073268,0.1532665048435305,0.2879752346967778,0.0405856849864049,0.9467247438997374,0.0070195580227636,0.1794366632312247,0.2691680649467399,1
NairoMK,335695215,106200,22074,3054,339545,69474,6132895,True,False,English,0.138352813264474,988.6619299356493,18.062097807359848,0.2046091092491422,1.7254237288135594,1.0350268148838793,0.2791949724366955,0.1636733377029209,0.0254335553213633,0.1925406789342387,0.0173743270739485,0.2296501149226243,0.1513111643986318,1
철면수심 (109ace),335311860,145425,12180,2202,166726,35165,7631326,True,False,Korean,0.1807881773399015,2011.155188752804,45.771661288581264,0.2109149142905125,0.9085095410005156,1.0471105315201756,0.3753256237870415,0.3551680025055795,0.0716342282857335,0.198998819307474,0.0088769250845759,0.2445039786985067,0.2090845962781519,1
UnknownxArmy,333869670,92250,41700,3735,850944,836664,11325781,True,False,English,0.089568345323741,392.352105426444,13.309666676067993,0.9832186371841156,2.4292682926829268,0.96899154340941,0.1686814236289843,0.0519951931496547,0.017509738093737,0.9899598180216462,0.0246955981284322,0.1484765028289018,0.2335530456418927,1
s1mple,333097410,24615,34971,12723,1681884,740732,20277843,True,False,English,0.363815733035944,198.0501687393423,12.056624000228316,0.4404180074250067,31.012797074954296,1.0636087183321092,0.7899458003183085,0.0156059222028253,0.0154205166263508,0.4340462370170731,0.3220165872374473,0.2647843135350106,0.3069698961561692,1
bysTaXx,331965075,48945,259210,6210,1093212,795296,10207313,True,False,Spanish,0.0239574090505767,303.6602918738543,9.33699319070775,0.7274856112080731,7.612626417407294,1.0921755810894906,0.0200501540012641,0.0353848057847144,0.010886025359477,0.7280488060271146,0.0786120048915175,0.2999000234340577,0.1954803032496909,1
Sjow,331726155,149700,8140,2189,240206,21662,3365340,True,False,English,0.2689189189189189,1381.0069482027925,14.010224557255023,0.0901809280367684,0.8773547094188376,1.0123067972399802,0.5749719748097676,0.2371525289955599,0.0186777913394429,0.0753481472788469,0.0085528578424958,0.2017216176542905,0.1860708196534006,1
hardgamechannel,331308960,55125,27529,5711,786562,256678,10562872,True,False,Russian,0.2074539576446656,421.2115001741757,13.429166422990178,0.3263290115718786,6.216054421768708,1.0523795944572891,0.4357327602712684,0.0574000406398157,0.0177089822547148,0.3172010847443588,0.0640851012937099,0.2509809547357753,0.1905181539899405,1
scoped,330160515,63360,47343,5165,731808,728892,8279834,True,True,English,0.1090974378472002,451.1572912567231,11.314216297170844,0.9960153482880756,4.891098484848484,1.0088802931297487,0.2129215150118316,0.0630083506958024,0.0141826863906478,1.0,0.0503031357186505,0.1975096002085985,0.2563208813375885,1
VooDooSh,329448660,137670,7560,2519,85678,66129,9003037,True,True,Russian,0.3332010582010582,3845.1954994280914,105.07991549756063,0.7718317421041574,1.0978426672477664,0.9499926944414,0.7205930635885016,0.698650887599233,0.1705199887436246,0.773466248599133,0.0108463359573807,0.125122238328714,0.4165331271360978,0
WELOVEGAMES,328935150,116520,27956,2761,413458,49713,23682775,True,False,Russian,0.0987623408212906,795.5708923276367,57.27975997562026,0.1202371220293234,1.42173017507724,1.022453114235316,0.1895089761891702,0.127510846454892,0.0908218962633219,0.1061304373457994,0.0142153585480289,0.214193940120289,0.1237302424869169,1
StereOnline,327697680,400770,4227,785,327645,91352,4620985,True,False,Portuguese,0.1857109060799621,1000.1607837751224,14.103633505776068,0.2788139602313479,0.1175237667490081,1.041618069928763,0.386477292460414,0.1658268669732771,0.0188335338247221,0.2685381671017374,0.0006492260288357,0.2377523906955199,0.1796795795140844,1
keanelol,327242790,147255,7208,2176,162917,85035,4068823,True,False,English,0.3018867924528302,2008.647286655168,24.974821534892,0.5219528962600588,0.886625241927269,1.0212713427787332,0.6496555135398122,0.3546983173830583,0.0369592687612445,0.5175508417357875,0.0086492883397927,0.2127412519483751,0.2967090802846784,1
살인마협회장 (sal_gu),326488155,122925,16252,2663,164092,45255,6226900,True,False,Korean,0.1638567560915579,1989.6652792336008,37.94761475269971,0.2757904102576603,1.299816961561928,0.9973694152828044,0.3369701486225703,0.3511433275411891,0.0585890492988019,0.2654415743546639,0.0129472381034212,0.1833598963860387,0.2014085390511142,1
